Flight_ID,Airline,Departure_City,Arrival_City,Departure_Time,Arrival_Time,Flight_Type,Aircraft_Type,Seats_Available,Price,Meal_Option,Flight_Status,Gate_Number,Gate_Type,Duration (hrs),Baggage_Allowance,Cancellation_Policy,Seat_Class,WiFi_Available,Entertainment_Options,Loyalty_Points_Earned,Layovers,Boarding_Group,Eco_Friendly_Flight,Crew_Language_Support,Inflight_Services,Seat_Availability,Ticket_Flexibility,Discounts_Available,Customer_Rating
632,Spirit,Phoenix,Chicago,02:00 PM,06:00 AM,International,Airbus A320,21,512,Gluten-Free,Delayed,33,International,9.7,30kg,Refundable with Fee,Economy,Yes,Games,4751,2 Stops,Group B,No,Chinese,Sleep Kit,Limited Availability,Non-Changeable,Student Discount,3.7
633,JetBlue,San Francisco,Boston,10:00 AM,08:00 PM,International,Airbus A350,22,110,Gluten-Free,Delayed,17,International,7.8,30kg,Fully Refundable,Premium Economy,No,Games,3250,None,Group A,Yes,Multilingual,Priority Boarding,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.6
634,Delta,Houston,Denver,08:00 PM,06:00 AM,International,Embraer E190,28,598,None,Cancelled,30,Domestic,8.6,20kg,Fully Refundable,Premium Economy,No,Games,4044,3+ Stops,Group D,No,Spanish,Priority Boarding,Limited Availability,Changeable with Fee,Military Discount,3.9
635,Southwest,Boston,Boston,06:00 AM,04:00 PM,Domestic,Boeing 777,30,797,Non-Vegetarian,Delayed,1,International,3.7,15kg,Refundable with Fee,First Class,No,Movies & TV,2034,2 Stops,Group D,No,Multilingual,Sleep Kit,Fully Booked,Changeable with Fee,Military Discount,4.9
636,United,Atlanta,Seattle,08:00 AM,08:00 PM,International,Boeing 737,26,684,Vegan,Cancelled,18,International,9.7,30kg,Fully Refundable,Economy,No,Music,1457,3+ Stops,Group D,Yes,Chinese,None,Limited Availability,Changeable with Fee,None,3.4
637,Southwest,Seattle,San Francisco,10:00 AM,04:00 PM,Domestic,Airbus A320,8,125,Non-Vegetarian,On Time,13,International,5.0,15kg,Non-refundable,First Class,No,Music,1817,3+ Stops,Group D,Yes,Multilingual,None,Available,Fully Flexible,Senior Citizen Discount,3.6
638,United,Seattle,Atlanta,06:00 PM,06:00 PM,International,Embraer E190,6,390,Vegetarian,On Time,14,International,6.6,15kg,Refundable with Fee,Economy,No,Music,1862,None,Group A,Yes,French,Priority Boarding,Fully Booked,Changeable with Fee,None,5.0
639,Spirit,San Francisco,Dallas,04:00 PM,04:00 PM,Domestic,Airbus A350,13,146,Vegetarian,Cancelled,49,International,6.9,Unlimited,Non-refundable,Premium Economy,Yes,None,4995,None,Group A,Yes,Spanish,Extra Legroom,Available,Fully Flexible,None,3.4
640,Southwest,New York,Los Angeles,04:00 PM,12:00 PM,International,Boeing 737,20,278,None,Delayed,29,International,10.5,20kg,Refundable with Fee,Premium Economy,Yes,None,1276,3+ Stops,Group C,Yes,Chinese,Sleep Kit,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.7
641,United,Houston,San Francisco,02:00 PM,06:00 PM,International,Boeing 737,9,731,Vegan,Delayed,12,Domestic,7.5,Unlimited,Non-refundable,Business,Yes,None,818,3+ Stops,Group D,No,Chinese,None,Fully Booked,Fully Flexible,Senior Citizen Discount,5.0
642,United,Las Vegas,Orlando,06:00 PM,04:00 PM,Domestic,Airbus A350,10,109,Non-Vegetarian,Cancelled,40,International,7.9,Unlimited,Fully Refundable,Economy,No,Movies & TV,2134,2 Stops,Group B,No,Chinese,Complimentary Drinks,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.7
643,Delta,Houston,Chicago,04:00 PM,06:00 PM,International,Airbus A320,23,285,Gluten-Free,Cancelled,12,Domestic,8.7,30kg,Non-refundable,Economy,Yes,None,1457,2 Stops,Group C,No,English,Extra Legroom,Limited Availability,Changeable with Fee,Senior Citizen Discount,4.9
644,Alaska Airlines,New York,Houston,08:00 PM,04:00 PM,Domestic,Airbus A320,17,631,Vegetarian,On Time,42,Domestic,4.2,Unlimited,Non-refundable,Business,Yes,Music,4561,None,Group D,No,Multilingual,None,Fully Booked,Changeable with Fee,Student Discount,4.6
645,United,Atlanta,Dallas,12:00 PM,12:00 PM,Domestic,Airbus A350,13,161,Vegetarian,On Time,44,Domestic,2.1,20kg,Refundable with Fee,Business,Yes,Music,1998,1 Stop,Group C,Yes,French,Extra Legroom,Available,Fully Flexible,Student Discount,4.1
646,Alaska Airlines,Los Angeles,New York,06:00 AM,02:00 PM,Domestic,Boeing 737,23,666,Vegetarian,Delayed,39,International,6.5,20kg,Fully Refundable,Business,Yes,None,1592,None,Group D,No,Spanish,Sleep Kit,Fully Booked,Fully Flexible,Student Discount,3.6
647,Southwest,Los Angeles,Boston,04:00 PM,08:00 PM,International,Airbus A350,23,629,Vegan,Delayed,31,International,1.8,Unlimited,Fully Refundable,Business,No,Music,1352,3+ Stops,Group A,No,English,Extra Legroom,Fully Booked,Fully Flexible,Military Discount,3.9
648,United,Charlotte,Boston,02:00 PM,08:00 AM,International,Airbus A350,7,295,Non-Vegetarian,Delayed,32,International,11.4,15kg,Refundable with Fee,Business,No,None,2737,1 Stop,Group A,No,Spanish,Sleep Kit,Fully Booked,Non-Changeable,Frequent Flyer Discount,3.2
649,Alaska Airlines,New York,New York,02:00 PM,06:00 AM,Domestic,Airbus A350,21,606,Gluten-Free,On Time,27,International,4.3,25kg,Refundable with Fee,Premium Economy,Yes,Movies & TV,998,None,Group A,No,English,Complimentary Drinks,Fully Booked,Changeable with Fee,Senior Citizen Discount,3.4
650,American,Washington D.C.,Washington D.C.,08:00 PM,02:00 PM,Domestic,Boeing 737,18,320,None,On Time,13,International,6.6,15kg,Non-refundable,Business,Yes,Music,4204,2 Stops,Group C,No,English,None,Limited Availability,Changeable with Fee,Frequent Flyer Discount,3.0
651,Delta,Las Vegas,Denver,08:00 PM,08:00 PM,Domestic,Airbus A320,19,472,Gluten-Free,Delayed,6,Domestic,3.2,Unlimited,Refundable with Fee,Premium Economy,No,Movies & TV,2293,None,Group A,Yes,Chinese,Extra Legroom,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.2
652,Spirit,San Francisco,Orlando,02:00 PM,08:00 PM,Domestic,Boeing 737,9,378,Non-Vegetarian,Cancelled,50,International,6.8,15kg,Fully Refundable,First Class,Yes,None,2459,1 Stop,Group B,Yes,Multilingual,Complimentary Drinks,Available,Fully Flexible,Frequent Flyer Discount,3.9
653,Southwest,Boston,Charlotte,06:00 PM,06:00 AM,International,Embraer E190,6,619,Vegetarian,Delayed,50,Domestic,8.4,20kg,Non-refundable,Business,Yes,Music,1866,1 Stop,Group B,No,Chinese,None,Available,Fully Flexible,Senior Citizen Discount,3.3
654,Frontier,Miami,Chicago,12:00 PM,10:00 AM,Domestic,Airbus A350,16,551,Non-Vegetarian,Delayed,23,International,5.8,25kg,Refundable with Fee,Economy,No,Movies & TV,3167,1 Stop,Group A,Yes,Spanish,None,Available,Fully Flexible,Student Discount,3.6
655,United,Los Angeles,Miami,10:00 AM,08:00 PM,Domestic,Airbus A320,19,120,Gluten-Free,On Time,2,International,6.7,Unlimited,Fully Refundable,First Class,Yes,Games,2752,None,Group B,Yes,English,Extra Legroom,Limited Availability,Fully Flexible,Senior Citizen Discount,3.5
656,JetBlue,Dallas,Miami,08:00 PM,04:00 PM,International,Airbus A320,21,250,Gluten-Free,Cancelled,49,Domestic,9.1,Unlimited,Refundable with Fee,Economy,Yes,Movies & TV,4603,1 Stop,Group C,Yes,Spanish,Sleep Kit,Limited Availability,Changeable with Fee,None,3.5
657,Spirit,Charlotte,Las Vegas,10:00 AM,04:00 PM,Domestic,Airbus A320,10,430,None,Delayed,38,Domestic,7.1,30kg,Non-refundable,Premium Economy,Yes,Music,1920,None,Group C,No,Multilingual,Sleep Kit,Fully Booked,Fully Flexible,Frequent Flyer Discount,4.0
658,Southwest,Seattle,Miami,02:00 PM,08:00 AM,International,Airbus A350,6,234,Non-Vegetarian,On Time,26,International,1.3,25kg,Refundable with Fee,First Class,Yes,Music,4662,None,Group A,No,Chinese,None,Available,Non-Changeable,Senior Citizen Discount,3.5
659,Frontier,Miami,Charlotte,08:00 PM,10:00 AM,International,Boeing 737,23,162,Gluten-Free,On Time,42,International,5.4,Unlimited,Fully Refundable,First Class,No,Music,4079,3+ Stops,Group A,No,Spanish,Extra Legroom,Available,Fully Flexible,Student Discount,3.1
660,Alaska Airlines,Seattle,Charlotte,02:00 PM,06:00 AM,Domestic,Boeing 737,26,666,Vegan,Delayed,11,Domestic,5.5,20kg,Refundable with Fee,Business,No,Games,2832,3+ Stops,Group C,No,Chinese,Sleep Kit,Limited Availability,Changeable with Fee,Student Discount,5.0
661,Delta,Washington D.C.,Miami,12:00 PM,02:00 PM,International,Boeing 737,25,178,None,Delayed,26,Domestic,11.4,15kg,Fully Refundable,Economy,Yes,Movies & TV,3502,None,Group D,Yes,Multilingual,Priority Boarding,Limited Availability,Non-Changeable,Senior Citizen Discount,3.7
662,American,Dallas,Los Angeles,08:00 AM,06:00 PM,International,Boeing 737,8,420,Gluten-Free,On Time,10,International,2.5,15kg,Non-refundable,Economy,No,Games,2082,3+ Stops,Group D,No,Spanish,Extra Legroom,Available,Changeable with Fee,Senior Citizen Discount,3.7
663,Frontier,Seattle,Phoenix,12:00 PM,06:00 AM,International,Airbus A350,6,697,Gluten-Free,On Time,37,International,9.4,15kg,Fully Refundable,Business,Yes,None,1787,1 Stop,Group B,No,Chinese,None,Limited Availability,Fully Flexible,None,4.1
664,Frontier,Los Angeles,Denver,12:00 PM,06:00 AM,Domestic,Airbus A320,22,758,Gluten-Free,On Time,33,Domestic,7.0,15kg,Refundable with Fee,Business,No,Movies & TV,1600,3+ Stops,Group B,Yes,English,Sleep Kit,Fully Booked,Non-Changeable,None,3.1
665,Southwest,Las Vegas,Miami,04:00 PM,04:00 PM,International,Embraer E190,15,191,Non-Vegetarian,Cancelled,23,International,3.6,20kg,Fully Refundable,Economy,No,Games,1459,2 Stops,Group A,Yes,Chinese,Extra Legroom,Fully Booked,Changeable with Fee,Military Discount,4.7
666,JetBlue,Phoenix,Charlotte,10:00 AM,06:00 PM,Domestic,Boeing 737,19,199,Vegetarian,Cancelled,46,Domestic,6.1,20kg,Fully Refundable,First Class,No,None,3019,None,Group C,No,Multilingual,None,Fully Booked,Non-Changeable,Military Discount,5.0
667,JetBlue,Miami,Phoenix,08:00 AM,06:00 PM,International,Airbus A320,29,384,None,On Time,45,Domestic,2.4,Unlimited,Fully Refundable,First Class,Yes,Movies & TV,4153,2 Stops,Group A,No,Chinese,Priority Boarding,Available,Non-Changeable,Senior Citizen Discount,3.1
668,Alaska Airlines,Houston,San Francisco,08:00 AM,08:00 AM,International,Boeing 777,5,784,Non-Vegetarian,Delayed,21,Domestic,2.2,Unlimited,Non-refundable,Economy,No,Games,3468,3+ Stops,Group C,No,Multilingual,Complimentary Drinks,Fully Booked,Fully Flexible,None,4.3
669,Spirit,Chicago,Charlotte,04:00 PM,04:00 PM,International,Embraer E190,8,577,Vegan,Delayed,3,Domestic,5.9,15kg,Fully Refundable,First Class,No,Music,3045,None,Group B,No,Chinese,Complimentary Drinks,Available,Non-Changeable,Frequent Flyer Discount,3.4
670,Alaska Airlines,Orlando,Houston,06:00 AM,06:00 AM,International,Boeing 777,22,109,Vegan,Delayed,49,Domestic,8.7,15kg,Refundable with Fee,Premium Economy,No,None,1148,3+ Stops,Group A,Yes,French,Priority Boarding,Available,Changeable with Fee,Student Discount,5.0
671,Frontier,Miami,Dallas,08:00 AM,04:00 PM,International,Airbus A320,25,646,Non-Vegetarian,Delayed,47,International,5.2,25kg,Refundable with Fee,Premium Economy,No,Movies & TV,2325,3+ Stops,Group C,No,French,Sleep Kit,Limited Availability,Fully Flexible,None,4.4
672,Alaska Airlines,Miami,Washington D.C.,02:00 PM,06:00 AM,Domestic,Airbus A320,6,378,Vegetarian,Delayed,37,Domestic,4.1,15kg,Non-refundable,First Class,No,None,4303,None,Group A,No,Multilingual,Priority Boarding,Available,Non-Changeable,Senior Citizen Discount,3.1
673,Frontier,Denver,Charlotte,08:00 PM,08:00 AM,Domestic,Airbus A320,9,364,Vegetarian,Delayed,35,Domestic,7.8,20kg,Refundable with Fee,Economy,Yes,Movies & TV,1538,None,Group A,No,French,None,Available,Changeable with Fee,None,4.1
674,Alaska Airlines,Houston,Los Angeles,12:00 PM,06:00 AM,Domestic,Embraer E190,12,505,None,On Time,14,Domestic,2.0,15kg,Refundable with Fee,Business,No,Movies & TV,886,3+ Stops,Group A,No,Multilingual,Sleep Kit,Available,Fully Flexible,Senior Citizen Discount,3.1
675,JetBlue,Washington D.C.,Phoenix,08:00 AM,12:00 PM,International,Boeing 777,6,192,Non-Vegetarian,On Time,30,International,6.8,Unlimited,Non-refundable,Premium Economy,Yes,Games,1960,3+ Stops,Group A,No,Chinese,Extra Legroom,Fully Booked,Changeable with Fee,Student Discount,4.8
676,Southwest,Atlanta,Orlando,02:00 PM,08:00 PM,Domestic,Boeing 737,24,529,Non-Vegetarian,On Time,38,International,11.0,15kg,Refundable with Fee,Economy,No,Movies & TV,3756,3+ Stops,Group B,No,French,Extra Legroom,Fully Booked,Non-Changeable,None,4.9
677,Delta,Los Angeles,Boston,06:00 PM,06:00 AM,International,Embraer E190,11,407,Gluten-Free,Delayed,19,International,9.7,20kg,Fully Refundable,First Class,Yes,None,3148,1 Stop,Group B,No,Spanish,Sleep Kit,Available,Changeable with Fee,None,5.0
678,Frontier,Atlanta,New York,10:00 AM,08:00 PM,International,Airbus A350,22,623,None,Delayed,48,Domestic,4.6,20kg,Non-refundable,Premium Economy,Yes,Music,3089,None,Group A,Yes,Chinese,Complimentary Drinks,Available,Fully Flexible,Student Discount,5.0
679,Delta,Los Angeles,Phoenix,12:00 PM,10:00 AM,Domestic,Boeing 737,14,212,Non-Vegetarian,Cancelled,5,Domestic,3.3,30kg,Refundable with Fee,Premium Economy,Yes,Games,1313,None,Group B,Yes,Spanish,Priority Boarding,Limited Availability,Non-Changeable,Military Discount,4.0
680,JetBlue,Atlanta,Miami,06:00 PM,08:00 PM,Domestic,Boeing 737,6,130,Vegetarian,On Time,8,International,7.8,30kg,Refundable with Fee,Economy,No,Music,3119,1 Stop,Group C,Yes,English,Sleep Kit,Limited Availability,Non-Changeable,None,4.3
681,JetBlue,Orlando,Chicago,10:00 AM,06:00 PM,Domestic,Embraer E190,22,579,Gluten-Free,Cancelled,25,Domestic,7.3,25kg,Fully Refundable,Premium Economy,Yes,Movies & TV,2228,2 Stops,Group C,Yes,Multilingual,Complimentary Drinks,Fully Booked,Fully Flexible,Senior Citizen Discount,3.9
682,JetBlue,New York,Washington D.C.,04:00 PM,02:00 PM,International,Embraer E190,10,776,None,Cancelled,45,International,1.8,20kg,Non-refundable,First Class,Yes,None,3992,1 Stop,Group D,Yes,English,Complimentary Drinks,Fully Booked,Fully Flexible,Senior Citizen Discount,4.0
683,American,Denver,New York,12:00 PM,02:00 PM,Domestic,Airbus A350,18,285,Non-Vegetarian,On Time,39,Domestic,10.2,20kg,Refundable with Fee,Premium Economy,Yes,Games,3151,2 Stops,Group A,No,Chinese,None,Fully Booked,Fully Flexible,Frequent Flyer Discount,4.4
684,United,Boston,Chicago,12:00 PM,08:00 AM,International,Airbus A350,26,621,Gluten-Free,Delayed,40,International,10.8,30kg,Refundable with Fee,Business,Yes,Games,2095,None,Group C,Yes,English,Sleep Kit,Limited Availability,Non-Changeable,Student Discount,4.1
685,Alaska Airlines,Charlotte,Las Vegas,02:00 PM,08:00 AM,International,Airbus A350,26,355,Vegan,Cancelled,49,Domestic,7.2,25kg,Refundable with Fee,First Class,No,Movies & TV,1172,None,Group B,No,French,Complimentary Drinks,Available,Changeable with Fee,Frequent Flyer Discount,3.3
686,American,Los Angeles,Los Angeles,06:00 PM,08:00 PM,International,Boeing 777,13,212,Non-Vegetarian,Delayed,35,International,3.4,20kg,Fully Refundable,Economy,No,Games,2733,None,Group A,Yes,French,None,Limited Availability,Fully Flexible,None,4.9
687,Alaska Airlines,Los Angeles,San Francisco,06:00 AM,12:00 PM,International,Airbus A350,28,514,None,Delayed,23,Domestic,11.2,15kg,Refundable with Fee,Economy,Yes,Games,1502,1 Stop,Group D,Yes,Spanish,Complimentary Drinks,Fully Booked,Fully Flexible,Military Discount,3.4
688,JetBlue,Charlotte,Denver,12:00 PM,10:00 AM,International,Embraer E190,25,255,Gluten-Free,Cancelled,5,Domestic,6.3,25kg,Fully Refundable,Economy,Yes,None,2974,None,Group A,No,French,Extra Legroom,Limited Availability,Non-Changeable,Frequent Flyer Discount,4.9
689,Frontier,San Francisco,Chicago,06:00 PM,06:00 PM,Domestic,Boeing 777,29,708,Vegetarian,On Time,19,International,10.4,25kg,Non-refundable,First Class,No,Music,2966,2 Stops,Group C,Yes,French,Extra Legroom,Fully Booked,Fully Flexible,None,4.9
690,Delta,Denver,Denver,04:00 PM,08:00 PM,Domestic,Airbus A350,28,791,Gluten-Free,Delayed,35,Domestic,10.0,Unlimited,Fully Refundable,Premium Economy,No,Movies & TV,4674,3+ Stops,Group D,Yes,English,Complimentary Drinks,Fully Booked,Non-Changeable,Student Discount,3.4
691,Southwest,Denver,New York,08:00 PM,12:00 PM,International,Airbus A320,12,190,None,Delayed,8,Domestic,6.4,25kg,Refundable with Fee,Business,Yes,None,4633,2 Stops,Group A,No,Chinese,Complimentary Drinks,Available,Non-Changeable,Frequent Flyer Discount,4.7
692,American,Houston,San Francisco,12:00 PM,06:00 AM,Domestic,Embraer E190,26,419,None,On Time,47,Domestic,7.6,25kg,Fully Refundable,Business,Yes,Music,3925,1 Stop,Group D,No,French,Extra Legroom,Fully Booked,Fully Flexible,Military Discount,3.3
693,Frontier,Orlando,Orlando,06:00 PM,04:00 PM,International,Airbus A320,16,368,Vegan,Delayed,1,Domestic,4.6,Unlimited,Non-refundable,Economy,No,Music,2799,1 Stop,Group A,No,Spanish,Extra Legroom,Available,Fully Flexible,None,4.8
694,Delta,Washington D.C.,Atlanta,02:00 PM,06:00 PM,International,Boeing 777,20,261,Non-Vegetarian,Delayed,43,Domestic,3.8,15kg,Fully Refundable,First Class,Yes,Music,528,3+ Stops,Group B,Yes,Chinese,Sleep Kit,Fully Booked,Changeable with Fee,None,4.3
695,Frontier,Los Angeles,Atlanta,04:00 PM,08:00 AM,Domestic,Boeing 777,19,168,Vegan,Delayed,2,International,3.5,25kg,Fully Refundable,Premium Economy,Yes,Music,1121,2 Stops,Group B,Yes,Multilingual,None,Fully Booked,Fully Flexible,None,4.7
696,Delta,Denver,Las Vegas,08:00 PM,10:00 AM,Domestic,Embraer E190,8,265,Gluten-Free,On Time,15,International,6.5,15kg,Fully Refundable,Business,Yes,Music,1538,1 Stop,Group A,Yes,Chinese,Complimentary Drinks,Fully Booked,Non-Changeable,Student Discount,4.1
697,Delta,Washington D.C.,Miami,06:00 AM,10:00 AM,International,Boeing 737,18,122,Vegetarian,Cancelled,25,Domestic,10.8,15kg,Refundable with Fee,Business,No,Movies & TV,4503,1 Stop,Group C,No,Multilingual,Complimentary Drinks,Available,Changeable with Fee,Military Discount,4.1
698,Frontier,Phoenix,Orlando,08:00 PM,10:00 AM,International,Airbus A350,14,440,None,Cancelled,44,Domestic,4.9,25kg,Fully Refundable,Economy,No,None,3891,1 Stop,Group B,Yes,Spanish,Sleep Kit,Available,Changeable with Fee,Military Discount,4.8
699,Alaska Airlines,San Francisco,Seattle,12:00 PM,06:00 PM,Domestic,Airbus A320,29,718,Vegetarian,Cancelled,50,International,4.5,Unlimited,Fully Refundable,Economy,Yes,None,4853,2 Stops,Group A,No,Chinese,Priority Boarding,Available,Changeable with Fee,Student Discount,3.9
700,Spirit,Dallas,Las Vegas,12:00 PM,06:00 AM,Domestic,Airbus A350,24,719,Gluten-Free,On Time,48,Domestic,7.9,Unlimited,Non-refundable,First Class,No,Movies & TV,3993,1 Stop,Group D,Yes,Chinese,Complimentary Drinks,Fully Booked,Changeable with Fee,Student Discount,4.0
701,Alaska Airlines,Denver,Houston,02:00 PM,06:00 PM,Domestic,Embraer E190,29,701,Non-Vegetarian,Delayed,3,International,10.2,25kg,Refundable with Fee,Business,No,Music,4557,2 Stops,Group D,No,English,Complimentary Drinks,Fully Booked,Changeable with Fee,Student Discount,4.6
702,JetBlue,Orlando,Dallas,08:00 AM,04:00 PM,International,Embraer E190,28,356,Vegetarian,Delayed,23,Domestic,5.4,Unlimited,Non-refundable,First Class,No,Movies & TV,2202,None,Group D,Yes,French,Sleep Kit,Limited Availability,Fully Flexible,Military Discount,4.5
703,Frontier,Orlando,Denver,06:00 AM,08:00 PM,Domestic,Boeing 737,10,414,None,Cancelled,16,Domestic,7.7,30kg,Refundable with Fee,Premium Economy,Yes,None,933,1 Stop,Group B,Yes,Spanish,Extra Legroom,Available,Changeable with Fee,Senior Citizen Discount,3.5
704,Frontier,Orlando,Charlotte,02:00 PM,10:00 AM,International,Airbus A320,8,597,Non-Vegetarian,On Time,48,International,2.2,30kg,Fully Refundable,Business,No,None,2178,3+ Stops,Group A,Yes,Spanish,Priority Boarding,Limited Availability,Fully Flexible,Frequent Flyer Discount,3.1
705,Alaska Airlines,Los Angeles,Miami,08:00 PM,04:00 PM,Domestic,Airbus A350,20,677,Vegan,On Time,33,Domestic,9.5,15kg,Refundable with Fee,Business,No,Games,4447,1 Stop,Group C,Yes,English,Extra Legroom,Available,Fully Flexible,Student Discount,3.2
706,Spirit,Las Vegas,Miami,06:00 AM,10:00 AM,Domestic,Boeing 777,21,528,Gluten-Free,On Time,34,International,9.5,30kg,Fully Refundable,Economy,No,Music,2974,1 Stop,Group C,No,Multilingual,Sleep Kit,Available,Changeable with Fee,Frequent Flyer Discount,4.8
707,Delta,Boston,New York,12:00 PM,06:00 PM,Domestic,Embraer E190,24,250,Non-Vegetarian,On Time,38,Domestic,2.7,25kg,Non-refundable,Premium Economy,No,Games,3253,1 Stop,Group D,No,Multilingual,Sleep Kit,Limited Availability,Changeable with Fee,Frequent Flyer Discount,3.9
708,Spirit,Dallas,Seattle,10:00 AM,02:00 PM,International,Airbus A350,18,470,Gluten-Free,Delayed,26,International,4.5,Unlimited,Fully Refundable,First Class,No,Movies & TV,1559,1 Stop,Group C,No,French,Complimentary Drinks,Fully Booked,Non-Changeable,Student Discount,3.5
